agenda_id,etiqueta,reserva_id,fecha,monto,cantidad_personas,estado_disponibilidad,puntos_booked,correo_empleado,lugar_origen,lugar_llegada,capacidad,tiempo_estimado,precio_asiento,empresa,fecha_salida,fecha_llegada,tipo_bus,comodidades,escalas,clase,paradas,nombre_hospedaje,ubicacion,precio_noche,estrellas,fecha_checkin,fecha_checkout,politicas,nombre_anfitrion,contacto_anfitrion,descripcion_airbnb,piezas,camas,banos,nombre_panorama,duracion,precio_persona,restricciones,fecha_panorama,correo_usuario
61839,Aniversario,80263,2025-01-23,248000,2,No disponible,248,srmacalu272@viajes.cl,Pozuelo de Alarcón,Murcia,40,1469,124000,SJ (Suecia),2026-10-15,2026-10-16,,"{Calefacción,""Asientos reclinables"",Agua,Baño}",,,"{Sagunto,Ávila}",,,,,,,,,,,,,,,,,{},,
60152,Cena de Trabajo,80379,2025-10-10,1107000,9,No disponible,369,,,,,,,,,,,"{Gimnasio,Comida,""Servicio a la habitación"",Baño,Calefacción}",{},,{},Drury Hotels,Tarrasa,41000,3,2026-02-03,2026-02-06,,,,,,,,,,,{},,
56854,Cena de Trabajo,80601,2025-03-29,1595000,5,No disponible,1595,Sr.treviño590@viajes.cl,Albacete,Estepona,33,3129,319000,Copa Airlines,2025-05-31,2025-06-02,,{},"{""Palma de Mallorca"",Telde,""Cornellá de Llobregat"",Madrid}",Clase ejecutiva,{},,,,,,,,,,,,,,,,,{},,
60566,,80611,2025-09-04,52000,2,No disponible,52,,,,,,,,,,,"{Wifi,Comida,Gimnasio,Baño,""Servicio a la habitación""}",{},,{},Kimpton Hotels & Restaurants,Talavera de la Reina,26000,1,2026-05-18,2026-05-19,"{""Silencio después de las 10 PM"",""Check-out antes de las 11 AM"",""Check-in después de las 3 PM""}",,,,,,,,,,{},,
60917,Vacaciones,80648,2025-10-28,784000,8,No disponible,784,áncava459@viajes.cl,San Sebastían de los Reyes,Cerdañola del Vallés,34,1698,98000,Andesmar,2025-12-22,2025-12-23,Cama,"{Calefacción,Comida,Baño}",{},,{},,,,,,,{},,,,,,,,,,{},,
56257,Vacaciones,80706,2025-08-30,606000,6,No disponible,606,sr.3211682@viajes.cl,Motril,Torrelavega,41,1944,101000,Greyhound,2025-09-22,2025-09-23,Cama,"{""Asientos reclinables"",Wifi,TV}",{},,{},,,,,,,{},,,,,,,,,,{},,
57684,Vacaciones,80763,2025-01-13,158000,2,No disponible,158,,,,32,,,EF Tours,,,,,{},,{},,Alcalá de Guadaira,,,,,{},,,Descubre la gastronomía local,,,,,4,79000,{},2025-03-15,
58501,Salida con Amigos,80781,2025-12-13,182000,2,No disponible,182,,,,12,,,CWT,,,,{},{},,{},,Alcobendas,,,,,{},,,Descubre la gastronomía local,,,,,,91000,{},2026-04-10,
56967,Aniversario,80821,2025-03-19,13000,1,No disponible,13,,,,10,,,Klook,,,,{},{},,{},,Badalona,,,,,{},,,Relájate en la playa,,,,,3,13000,{},2026-03-05,
60458,Salida con Familia,80903,2025-02-10,357000,7,No disponible,357,,,,31,,,Abercrombie & Kent,,,,{},{},,{},,Gijón,,,,,{},,,Conoce la historia de la ciudad,,,,Tour,2,51000,{},,
56541,,80991,2025-01-17,147000,5,No disponible,105,,,,,,,,,,,"{Piscina,Wifi,""Vista al mar"",Baño,Balcón}",{},,{},Departamento en Vigo,Vigo,21000,2,2025-01-28,2025-02-04,{},Jorge Valentín Marín,,,6,5,2,,,,{},,
61625,Aniversario,81009,2025-09-24,532000,5,No disponible,665,,,,,,,,,,,"{""Servicio a la habitación"",Agua,Balcón,Gimnasio,Jacuzzi}",{},,,Suite en Paterna,Paterna,,2,2026-07-01,2026-07-05,{},Fernando Lerma Porras,+56 2 7973 4420,Relájate en un lugar tranquilo y acogedor,5,6,,,,,{},,
56849,Aniversario,81051,2025-01-05,80000,8,No disponible,80,,,,11,,,Flight Centre Travel Group,,,,{},{},,{},,Sanlúcar de Barrameda,,,,,{},,,Disfruta de un día en la naturaleza,,,,Paseo,,10000,{},2026-11-11,
65457,Aniversario,81113,2025-05-31,252000,9,No disponible,252,,,,28,,,,,,,{},{},,{},,,,,,,,,,Relájate en la playa,,,,Visita,1,28000,{},2025-07-28,
60415,Cena de Trabajo,81135,2025-06-27,612000,9,No disponible,612,,,,43,,,,,,,{},{},,{},,Vitoria,,,,,{},,,Disfruta de un día en la naturaleza,,,,Aventura,1,68000,{},2025-08-10,
55987,Vacaciones,81163,2025-04-20,7000,1,No disponible,7,,,,24,,,Contiki,,,,{},{},,{},,Sanlúcar de Barrameda,,,,,{},,,Relájate en la playa,,,,Aventura,7,7000,,,
61751,Cena de Trabajo,81219,2025-03-22,1236000,6,No disponible,618,,,,,,,,,,,"{Comida,TV,Calefacción,Baño,Piscina}",{},,{},InterContinental Hotels Group (IHG),Cáceres,103000,2,2026-10-19,2026-10-21,,,,,,,,,,,{},,
64205,Cena de Trabajo,81459,2025-07-16,57000,1,No disponible,57,,,,,,,Contiki,,,,{},{},,{},,Sanlúcar de Barrameda,,,,,{},,,Conoce la historia de la ciudad,,,,Paseo,2,57000,{},2026-05-16,
58200,Salida con Familia,81475,2025-02-23,405000,3,No disponible,405,stcrsova938@viajes.cl,Almería,Rubí,6,780,135000,Ethiopian Airlines,2026-02-26,2026-02-26,,{},{Reus},Clase económica,{},,,,,,,{},,,,,,,,,,{},,
63771,Cena de Trabajo,81505,2025-03-31,450000,5,No disponible,450,raesba397@viajes.cl,Santa Cruz de Tenerife,Algeciras,67,2674,90000,ZFBH (Bosnia y Herzegovina),2025-04-06,2025-04-07,,,{},,"{Alcobendas,Salamanca}",,,,,,,{},,,,,,,,,,{},,
58482,Cena de Trabajo,81519,2026-02-07,1048000,8,No disponible,1048,sta.6665708@viajes.cl,Cerdañola del Vallés,Ávila,57,1183,131000,LATAM Airlines,2026-02-23,2026-02-23,,{},{Majadahonda},Clase económica,{},,,,,,,{},,,,,,,,,,,,
58482,Cena de Trabajo,81521,2025-07-21,424000,8,No disponible,424,,,,45,,,Intrepid Travel,,,,{},{},,{},,Ávila,,,,,{},,,Descubre la gastronomía local,,,,Paseo,3,53000,{},,
59075,Aniversario,81648,2025-04-17,160000,8,No disponible,160,,,,3,,,Intrepid Travel,,,,{},{},,{},,León,,,,,{},,,Relájate en la playa,,,,Tour,7,,{},2026-04-23,
58555,Vacaciones,81917,2025-01-01,258000,5,No disponible,215,,,,,,,,,,,"{Calefacción,Agua,Balcón,Comida,Jacuzzi}",{},,{},Loft en Santiago de Compostela,Santiago de Compostela,43000,1,2025-09-12,2025-09-18,{},Sr. Ángela Oquendo Delatorre,+56 9 3422 8011,Ideal para una escapada romántica,2,3,2,,,,,,
59142,Salida con Familia,81996,2025-11-27,434000,7,No disponible,434,,,,16,,,Civitatis,,,,{},{},,{},,Castellón de la Plana,,,,,{},,,Relájate en la playa,,,,Paseo,4,-62000,{},2026-01-31,
62576,Salida con Amigos,82085,2025-01-12,35000,5,No disponible,35,,,,2,,,Expedia Group,,,,{},{},,{},,,,,,,{},,,Aventúrate en la montaña,,,,Excursión,5,7000,{},2026-01-04,
56618,Cena de Trabajo,82106,2025-06-11,752000,8,No disponible,752,stfemihe492@viajes.cl,La Línea de la Concepción,Mollet del Vallés,44,1475,94000,Omnibus de México,2026-06-05,2026-06-06,Cama,"{""Aire acondicionado"",Comida,Calefacción}",{},,{},,,,,,,{},,,,,,,,,,{},,
64461,Salida con Familia,82117,2025-04-14,7008000,8,No disponible,1168,,,,,,,,,,,"{Agua,Wifi,Piscina,""Asientos reclinables"",TV}",{},,{},,Murcia,146000,2,2025-07-06,2025-07-12,"{""No se permiten mascotas"",""Silencio después de las 10 PM"",""No se permite fumar""}",,,,,,,,,,{},,
61170,Salida con Familia,82135,2025-06-25,3410000,10,No disponible,3410,majozúsa208@viajes.cl,Motril,Mijas,81,3967,341000,Vueling,2026-05-05,2026-05-07,,{},"{Orense,Viladecans}",Primera clase,{},,,,,,,{},,,,,,,,,,{},,
66443,Salida con Amigos,82190,2025-06-28,2037000,7,No disponible,2037,hoarfe244@viajes.cl,Guadalajara,Alcobendas,19,2399,291000,EasyJet,2025-07-13,2025-07-14,,{},{Mérida},Primera clase,{},,,,,,,{},,,,,,,,,,{},,
66443,,82192,2025-05-02,371000,7,No disponible,371,,,,45,,,Travel Leaders Group,,,,{},{},,,,Alcobendas,,,,,{},,,Disfruta de un día en la naturaleza,,,,,2,53000,{},2025-07-15,
63258,Vacaciones,82247,2025-09-14,102000,8,No disponible,272,,,,,,,,,,,"{Gimnasio,Piscina,Calefacción,""Vista al mar"",""Servicio a la habitación""}",{},,{},Habitación en Gijón,Gijón,34000,1,2026-03-11,2026-03-14,{},Óscar Zepeda Serna,+56 2 6695 9689,Relájate en un lugar tranquilo y acogedor,2,3,2,,,,{},,
56909,Cena de Trabajo,82296,2026-04-19,651000,7,No disponible,651,,,,18,,,BCD Travel,,,,{},{},,{},,Rivas-Vaciamadrid,,,,,{},,,Descubre la gastronomía local,,,,Tour,2,,{},2026-08-10,
56177,Salida con Familia,82306,2025-03-06,102000,1,No disponible,102,srflsolu390@viajes.cl,Algeciras,Logroño,31,1648,,El Rápido Internacional,2025-11-12,2025-11-13,Cama,"{Calefacción,Baño,TV}",{},,{},,,,,,,{},,,,,,,,,,{},,
59611,Aniversario,82335,2025-04-20,26000,2,No disponible,26,,,,17,,,Travel Leaders Group,,,,,{},,{},,Badajoz,,,,,{},,,Aventúrate en la montaña,,,,Visita,4,,{},2026-03-16,
66098,Vacaciones,82340,2025-06-23,645000,3,No disponible,645,bechji844@viajes.cl,Vitoria,,91,2564,215000,Avianca,2026-06-08,2026-06-09,,{},"{""La Coruña""}",Clase ejecutiva,{},,,,,,,{},,,,,,,,,,{},,
61861,Aniversario,82367,2025-06-12,48000,3,No disponible,48,,,,,,,GetYourGuide,,,,{},{},,{},,Móstoles,,,,,,,,Disfruta de un día en la naturaleza,,,,Tour,6,16000,{},2026-06-03,
56790,Salida con Familia,82439,2025-01-14,2664000,6,No disponible,888,,,,,,,,,,,"{Piscina,Calefacción,""Asientos reclinables"",Wifi,Baño}",{},,{},Hilton Hotels & Resorts,,148000,3,2025-02-23,2025-02-26,"{""Check-out antes de las 11 AM"",""No se permiten visitas"",""No se permite fumar""}",,,,,,,,,,{},,
56946,Vacaciones,82456,2025-09-04,90000,9,No disponible,90,,,,19,,,Kuoni,,,,{},{},,{},,Linares,,,,,{},,,Aventúrate en la montaña,,,,,5,10000,,2026-09-20,
56946,Vacaciones,82459,2026-08-30,114000,9,No disponible,342,,,,,,,,,,,"{Agua,Piscina,Comida,Spa,""Aire acondicionado""}",,,{},,Roquetas de Mar,38000,4,2026-09-24,2026-09-27,{},Francisca Acevedo Ballesteros,+56 2 9850 5958,,3,2,1,,,,,,
61642,Salida con Familia,82486,2026-07-01,966000,8,No disponible,1104,,,,,,,,,,,"{Baño,Piscina,Gimnasio,Jacuzzi,""Vista al mar""}",{},,{},,Fuenlabrada,138000,3,2026-09-13,2026-09-20,{},Patricia Cuellar Páez,+56 2 5380 1587,Descubre la historia de la ciudad desde tu ventana,4,4,4,,,,{},,
56724,Cena de Trabajo,82514,2025-11-23,3108000,7,No disponible,518,,,,,,,,,,,"{Calefacción,Gimnasio,TV,Spa,Baño}",{},,{},InterContinental Hotels Group (IHG),Leganés,74000,5,2026-02-22,2026-02-28,"{""Check-out antes de las 11 AM"",""No se permiten visitas"",""No se permite fumar""}",,,,,,,,,,{},,
60497,Vacaciones,82532,2025-04-30,612000,6,No disponible,612,,Almería,Guadalajara,60,1007,,,2026-07-07,2026-07-07,,"{Wifi,""Asientos reclinables"",TV}",,,"{""Cornellá de Llobregat"",Ávila,Algeciras}",,,,,,,{},,,,,,,,,,{},,
57703,Salida con Amigos,82548,2025-01-09,312000,5,No disponible,520,,,,,,,,,,,"{Baño,""Asientos reclinables"",Wifi,Agua,TV}",{},,{},Casa en Palencia,Palencia,104000,4,2025-02-20,2025-02-23,{},Armando Esparza Jáquez,+56 2 0945 3987,Ubicación céntrica con fácil acceso a atracciones turísticas,6,6,3,,,,{},,
63724,Aniversario,82603,2025-04-22,288000,2,No disponible,288,luisa6260852@viajes.cl,Lérida,Rubí,32,678,144000,Delta Air Lines,2025-11-27,2025-11-27,,{},{},Clase ejecutiva,{},,,,,,,{},,,,,,,,,,{},,
62963,Salida con Familia,82586,2025-05-30,216000,3,No disponible,216,clbaca144@viajes.cl,Santa Cruz de Tenerife,Tarragona,48,1132,72000,Damas,2025-11-17,2025-11-17,Cama,"{Wifi,Agua,TV}",{},,{},,,,,,,{},,,,,,,,,,{},,
63724,Aniversario,82607,2025-09-10,296000,2,No disponible,296,Danielayala169@viajes.cl,Viladecans,Ferrol,82,1715,148000,,2025-11-29,2025-11-30,,{},{},Clase ejecutiva,{},,,,,,,{},,,,,,,,,,{},,
64515,Cena de Trabajo,82616,2025-09-01,196000,4,No disponible,196,Maríarendón440@viajes.cl,Rubí,Ferrol,15,962,49000,ZS (Eslovenia),2026-02-28,,,"{Agua,Wifi,Calefacción}",{},,"{""Cerdañola del Vallés""}",,,,,,,{},,,,,,,,,,{},,
56284,Aniversario,82647,2026-02-08,46000,2,No disponible,46,,,,,,,Thomas Cook,,,,{},{},,{},,Viladecans,,,,,,,,Conoce la historia de la ciudad,,,,Tour,6,23000,{},2026-03-01,
56284,Aniversario,82648,2025-03-01,144000,2,No disponible,144,,,,40,,,Expedia Group,,,,{},{},,{},,,,,,,{},,,Aventúrate en la montaña,,,,Aventura,5,,{},2026-03-02,
66615,Salida con Amigos,82757,2026-05-18,544000,8,No disponible,544,,,,5,,,Apple Leisure Group,,,,,{},,{},,,,,,,{},,,Conoce la historia de la ciudad,,,,Paseo,1,68000,{},2026-09-28,
64185,Aniversario,82840,2025-12-18,67000,1,No disponible,67,victoria904873@viajes.cl,Leganés,Avilés,20,,-67000,Avianca,2026-11-10,2026-11-10,,{},"{""Roquetas de Mar""}",Clase económica,{},,,,,,,{},,,,,,,,,,{},,
65621,Cena de Trabajo,82867,2025-01-14,1320000,6,No disponible,330,,,,,,,,,,,"{Gimnasio,""Aire acondicionado"",Spa,Calefacción,Baño}",{},,{},Best Western Hotels & Resorts,Linares,55000,4,2025-04-23,2025-04-27,"{""Check-in después de las 3 PM"",""No se permite fumar"",""Check-out antes de las 11 AM""}",,,,,,,,,,{},,
56912,Vacaciones,82913,2025-01-14,1056000,8,No disponible,1056,Carolinabaca615@viajes.cl,,Gandía,,2742,132000,Japan Airlines,2025-04-20,2025-04-21,,{},"{""El Prat de LLobregat""}",Primera clase,{},,,,,,,{},,,,,,,,,,{},,
58195,Salida con Familia,82962,2026-03-09,670000,5,No disponible,670,silvia691821@viajes.cl,Elche,Móstoles,42,3443,134000,Buses Nilahue,2026-11-16,2026-11-18,Cama,"{Baño,TV,Comida}",{},,{},,,,,,,{},,,,,,,,,,{},,
59572,,83084,2026-06-12,140000,4,No disponible,140,,,,41,,,,,,,{},{},,{},,Marbella,,,,,{},,,Descubre la gastronomía local,,,,Paseo,1,35000,{},2026-08-05,
66250,Cena de Trabajo,83163,2025-01-04,45000,1,No disponible,45,,,,17,,,,,,,{},{},,{},,San Sebastían de los Reyes,,,,,{},,,Aventúrate en la montaña,,,,Excursión,6,45000,{},2025-01-14,
59294,Salida con Familia,83185,2025-01-02,558000,3,No disponible,279,,,,,,,,,,,"{TV,Balcón,""Servicio a la habitación"",Wifi,Chimenea}",{},,{},Estudio en Collado Villalba,Collado Villalba,,1,2025-05-12,2025-05-18,{},Sra. Teodoro Negrete Vera,+56 9 6032 5429,Disfruta de una estadía en el corazón de la ciudad,3,5,3,,,,{},,
64368,Aniversario,83192,2025-01-06,1935000,9,No disponible,1935,sta.8232485@viajes.cl,Albacete,Inca,60,2373,215000,Avianca,2025-01-08,2025-01-09,,{},{Tarragona},Clase ejecutiva,{},,,,,,,{},,,,,,,,,,{},,
66099,Salida con Familia,83243,2025-02-16,153000,3,No disponible,153,Esperanzacandelaria990@viajes.cl,Elda,Santa Cruz de Tenerife,36,572,51000,Plusmar,2025-09-02,2025-09-02,Semi-cama,"{Agua,Baño,""Asientos reclinables""}",{},,{},,,,,,,{},,,,,,,,,,{},,
63745,Cena de Trabajo,83252,2025-12-19,747000,9,No disponible,747,,,,44,,,Apple Leisure Group,,,,{},{},,{},,Barcelona,,,,,{},,,Disfruta de un día en la naturaleza,,,,Aventura,1,83000,{},,
65018,Salida con Amigos,83290,2025-02-19,1270000,10,No disponible,1270,vípama583@viajes.cl,Alcalá de Henares,Tarrasa,26,2646,127000,Turkish Airlines,2025-06-07,2025-06-08,,{},"{Tarragona,Getafe,Málaga}",Primera clase,,,,,,,,,,,,,,,,,,{},,
65923,Vacaciones,83301,2025-07-27,655000,5,No disponible,655,leorti155@viajes.cl,Viladecans,Gijón,96,2978,131000,PKP (Polonia),2025-12-02,2025-12-04,,"{Comida,""Asientos reclinables"",""Aire acondicionado"",Wifi,TV,Calefacción}",{},,{Guadalajara},,,,,,,{},,,,,,,,,,{},,
59827,Salida con Familia,83317,2026-01-11,1632000,3,No disponible,408,,,,,,,,,,,"{TV,Piscina,Spa,""Aire acondicionado"",""Asientos reclinables""}",{},,{},Six Senses Hotels Resorts Spas,Cádiz,-136000,3,2026-06-03,2026-06-07,"{""Check-in después de las 3 PM"",""No se permite fumar"",""No se permiten fiestas""}",,,,,,,,,,{},,
59827,Salida con Familia,83318,2026-05-30,72000,3,No disponible,72,,,,37,,,Globus,,,,{},{},,{},,Cádiz,,,,,{},,,Relájate en la playa,,,,,2,24000,{},2026-06-04,
