agenda_id,etiqueta,reserva_id,fecha,monto,cantidad_personas,estado_disponibilidad,puntos_booked,correo_empleado,lugar_origen,lugar_llegada,capacidad,tiempo_estimado,precio_asiento,empresa,fecha_salida,fecha_llegada,tipo_bus,comodidades,escalas,clase,paradas,nombre_hospedaje,ubicacion,precio_noche,estrellas,fecha_checkin,fecha_checkout,politicas,nombre_anfitrion,contacto_anfitrion,descripcion_airbnb,piezas,camas,banos,nombre_panorama,duracion,precio_persona,restricciones,fecha_panorama,correo_usuario
58711,Salida con Familia,79870,2025-09-22,175000,7,No disponible,175,,,,27,,,Secret Escapes,,,,{},{},,{},,Valencia,,,,,{},,,Conoce la historia de la ciudad,,,,,4,25000,{},2026-10-03,
66438,Aniversario,79878,2025-01-27,174000,6,No disponible,174,,,,17,,,BCD Travel,,,,{},{},,{},,Valencia,,,,,{},,,Aventúrate en la montaña,,,,Aventura,1,,{},2025-04-13,
60649,Salida con Amigos,79946,2025-10-30,1880000,10,No disponible,1880,Sra.loera788@viajes.cl,Avilés,Santa Lucía de Tirajana,44,4151,188000,El Rápido Internacional,2025-11-12,2025-11-14,Cama,"{Wifi,Agua,""Aire acondicionado""}",,,{},,,,,,,{},,,,,,,,,,,,
62216,Vacaciones,79963,2025-01-20,80000,2,No disponible,80,,,,12,,,Gray Line,,,,{},{},,{},,Vitoria,,,,,{},,,Disfruta de un día en la naturaleza,,,,Aventura,4,40000,{},2025-04-30,
59200,Cena de Trabajo,80045,2025-05-03,460000,5,No disponible,460,,,,17,,,TUI Group,,,,{},{},,{},,Mijas,,,,,{},,,Relájate en la playa,,,,Tour,5,92000,,2025-11-05,
59031,Cena de Trabajo,80049,2025-01-02,140000,7,No disponible,980,,,,,,,,,,,"{Comida,Balcón,Jacuzzi,Spa,Piscina}",{},,{},Loft en Pontevedra,Pontevedra,-140000,89,2025-06-10,2025-06-11,{},Lucas Palomino Melgar,+56 9 1823 9073,Relájate en un lugar tranquilo y acogedor,4,4,4,,,,{},,
63828,Cena de Trabajo,80053,2025-06-16,441000,7,No disponible,441,marcos890811@viajes.cl,Avilés,,40,419,63000,NS International,2025-07-19,2025-07-19,,{},{},,,,,,,,,{},,,,,,,,,,{},,
59417,Salida con Familia,80110,2025-11-19,340000,4,No disponible,340,sra.1459233@viajes.cl,Córdoba,,64,749,85000,Frontier Airlines,2026-09-23,2026-09-23,,{},{Huelva},Clase económica,{},,,,,,,{},,,,,,,,,,{},,
59417,Salida con Familia,80112,2025-08-06,390000,4,No disponible,520,,,,,,,,,,,,,,{},Casa en San Cristróbal de la Laguna,San Cristróbal de la Laguna,,3,,2026-09-28,{},Ariadna Regalado Frías,+56 2 5191 5296,Ubicación céntrica con fácil acceso a atracciones turísticas,6,6,3,,,,{},,
58664,Vacaciones,80206,2025-01-12,136000,8,No disponible,136,,,,16,,,Apple Leisure Group,,,,,{},,{},,Sagunto,,,,,{},,,Disfruta de un día en la naturaleza,,,,Aventura,4,17000,{},2025-06-11,
55792,Vacaciones,80215,2025-06-03,623000,7,No disponible,623,,,,26,,,Klook,,,,,{},,{},,Toledo,,,,,{},,,Aventúrate en la montaña,,,,Paseo,6,89000,{},2025-09-07,
59772,Aniversario,80227,2026-05-14,679000,7,No disponible,679,eva5525398@viajes.cl,Santa Cruz de Tenerife,Santiago de Compostela,39,2433,,Via Bariloche,2026-09-07,2026-09-08,Cama,"{Baño,""Asientos reclinables"",TV}",,,{},,,,,,,{},,,,,,,,,,{},,
59772,Aniversario,80229,2025-05-26,154000,7,No disponible,154,,,,22,,,Flight Centre Travel Group,,,,{},{},,{},,Santiago de Compostela,,,,,,,,Conoce la historia de la ciudad,,,,Excursión,7,,{},2026-09-09,
62247,Salida con Amigos,80237,2026-01-08,72000,4,No disponible,72,,,,23,,,Luxury Escapes,,,,{},{},,{},,Pontevedra,,,,,{},,,Descubre la gastronomía local,,,,Paseo,3,18000,,2026-03-01,
62247,Salida con Amigos,80238,2025-01-20,324000,4,No disponible,324,,,,28,,,Viator,,,,{},{},,{},,Pontevedra,,,,,{},,,,,,,Paseo,5,81000,{},2026-03-02,
62247,Salida con Amigos,80247,2026-02-23,376000,4,No disponible,376,,,,39,,,Abercrombie & Kent,,,,{},{},,{},,Zaragoza,,,,,{},,,Aventúrate en la montaña,,,,Visita,7,94000,,2026-03-12,
61839,Aniversario,80263,2025-01-23,248000,2,No disponible,248,srmacalu272@viajes.cl,Pozuelo de Alarcón,Murcia,40,1469,124000,SJ (Suecia),2026-10-15,2026-10-16,,"{Calefacción,""Asientos reclinables"",Agua,Baño}",,,"{Sagunto,Ávila}",,,,,,,,,,,,,,,,,{},,
65308,Vacaciones,80321,2025-01-19,124000,2,No disponible,124,,,,38,,,American Express Global Business Travel,,,,{},{},,{},,Ponferrada,,,,,{},,,Aventúrate en la montaña,,,,Tour,6,62000,{},2025-11-22,
64821,Aniversario,80451,2025-01-04,680000,8,No disponible,680,,,,17,,,Thomas Cook,,,,{},{},,{},,Torrelavega,,,,,{},,,Disfruta de un día en la naturaleza,,,,Tour,4,85000,{},2025-01-08,
56854,Cena de Trabajo,80601,2025-03-29,1595000,5,No disponible,1595,Sr.treviño590@viajes.cl,Albacete,Estepona,33,3129,319000,Copa Airlines,2025-05-31,2025-06-02,,{},"{""Palma de Mallorca"",Telde,""Cornellá de Llobregat"",Madrid}",Clase ejecutiva,{},,,,,,,,,,,,,,,,,{},,
60917,Vacaciones,80648,2025-10-28,784000,8,No disponible,784,áncava459@viajes.cl,San Sebastían de los Reyes,Cerdañola del Vallés,34,1698,98000,Andesmar,2025-12-22,2025-12-23,Cama,"{Calefacción,Comida,Baño}",{},,{},,,,,,,{},,,,,,,,,,{},,
56257,Vacaciones,80706,2025-08-30,606000,6,No disponible,606,sr.3211682@viajes.cl,Motril,Torrelavega,41,1944,101000,Greyhound,2025-09-22,2025-09-23,Cama,"{""Asientos reclinables"",Wifi,TV}",{},,{},,,,,,,{},,,,,,,,,,{},,
57684,Vacaciones,80763,2025-01-13,158000,2,No disponible,158,,,,32,,,EF Tours,,,,,{},,{},,Alcalá de Guadaira,,,,,{},,,Descubre la gastronomía local,,,,,4,79000,{},2025-03-15,
57684,Vacaciones,80768,2025-03-10,60000,2,No disponible,60,,,,34,,,Tripadvisor,,,,{},{},,{},,Cornellá de Llobregat,,,,,{},,,Aventúrate en la montaña,,,,Paseo,6,30000,{},2025-03-19,
58501,Salida con Amigos,80781,2025-12-13,182000,2,No disponible,182,,,,12,,,CWT,,,,{},{},,{},,Alcobendas,,,,,{},,,Descubre la gastronomía local,,,,,,91000,{},2026-04-10,
56967,Aniversario,80821,2025-03-19,13000,1,No disponible,13,,,,10,,,Klook,,,,{},{},,{},,Badalona,,,,,{},,,Relájate en la playa,,,,,3,13000,{},2026-03-05,
56967,Aniversario,80824,2025-05-06,54000,1,No disponible,54,,,,39,,,Exodus Travels,,,,{},{},,{},,Badalona,,,,,{},,,Disfruta de un día en la naturaleza,,,,Tour,7,54000,{},2026-03-08,
60458,Salida con Familia,80903,2025-02-10,357000,7,No disponible,357,,,,31,,,Abercrombie & Kent,,,,{},{},,{},,Gijón,,,,,{},,,Conoce la historia de la ciudad,,,,Tour,2,51000,{},,
61625,Aniversario,81009,2025-09-24,532000,5,No disponible,665,,,,,,,,,,,"{""Servicio a la habitación"",Agua,Balcón,Gimnasio,Jacuzzi}",{},,,Suite en Paterna,Paterna,,2,2026-07-01,2026-07-05,{},Fernando Lerma Porras,+56 2 7973 4420,Relájate en un lugar tranquilo y acogedor,5,6,,,,,{},,
56849,Aniversario,81051,2025-01-05,80000,8,No disponible,80,,,,11,,,Flight Centre Travel Group,,,,{},{},,{},,Sanlúcar de Barrameda,,,,,{},,,Disfruta de un día en la naturaleza,,,,Paseo,,10000,{},2026-11-11,
65457,Aniversario,81113,2025-05-31,252000,9,No disponible,252,,,,28,,,,,,,{},{},,{},,,,,,,,,,Relájate en la playa,,,,Visita,1,28000,{},2025-07-28,
65457,Aniversario,81115,2025-01-14,594000,9,No disponible,594,,,,31,,,Apple Leisure Group,,,,{},{},,{},,Sanlúcar de Barrameda,,,,,{},,,Aventúrate en la montaña,,,,Paseo,5,66000,{},2025-07-30,
60415,Cena de Trabajo,81135,2025-06-27,612000,9,No disponible,612,,,,43,,,,,,,{},{},,{},,Vitoria,,,,,{},,,Disfruta de un día en la naturaleza,,,,Aventura,1,68000,{},2025-08-10,
55987,Vacaciones,81163,2025-04-20,7000,1,No disponible,7,,,,24,,,Contiki,,,,{},{},,{},,Sanlúcar de Barrameda,,,,,{},,,Relájate en la playa,,,,Aventura,7,7000,,,
63161,,81179,2025-10-14,420000,5,No disponible,420,,,,26,,,Insight Vacations,,,,{},{},,{},,Segovia,,,,,{},,,Conoce la historia de la ciudad,,,,Tour,7,84000,{},2025-10-21,
55568,Aniversario,81279,2025-07-20,22000,2,No disponible,22,,,,2,,,G Adventures,,,,{},{},,{},,Oviedo,,,,,{},,,Disfruta de un día en la naturaleza,,,,Aventura,3,11000,{},2025-07-29,
62041,Vacaciones,81317,2025-03-03,675000,9,No disponible,675,,,,29,,,National Geographic Expeditions,,,,{},{},,{},,León,,,,,,,,Descubre la gastronomía local,,,,Tour,1,75000,{},2025-06-25,
64205,Cena de Trabajo,81459,2025-07-16,57000,1,No disponible,57,,,,,,,Contiki,,,,{},{},,{},,Sanlúcar de Barrameda,,,,,{},,,Conoce la historia de la ciudad,,,,Paseo,2,57000,{},2026-05-16,
58200,Salida con Familia,81475,2025-02-23,405000,3,No disponible,405,stcrsova938@viajes.cl,Almería,Rubí,6,780,135000,Ethiopian Airlines,2026-02-26,2026-02-26,,{},{Reus},Clase económica,{},,,,,,,{},,,,,,,,,,{},,
63771,Cena de Trabajo,81505,2025-03-31,450000,5,No disponible,450,raesba397@viajes.cl,Santa Cruz de Tenerife,Algeciras,67,2674,90000,ZFBH (Bosnia y Herzegovina),2025-04-06,2025-04-07,,,{},,"{Alcobendas,Salamanca}",,,,,,,{},,,,,,,,,,{},,
58482,Cena de Trabajo,81519,2026-02-07,1048000,8,No disponible,1048,sta.6665708@viajes.cl,Cerdañola del Vallés,Ávila,57,1183,131000,LATAM Airlines,2026-02-23,2026-02-23,,{},{Majadahonda},Clase económica,{},,,,,,,{},,,,,,,,,,,,
58482,Cena de Trabajo,81521,2025-07-21,424000,8,No disponible,424,,,,45,,,Intrepid Travel,,,,{},{},,{},,Ávila,,,,,{},,,Descubre la gastronomía local,,,,Paseo,3,53000,{},,
60953,Salida con Familia,81581,2025-06-09,24000,2,No disponible,24,,,,17,,,BCD Travel,,,,{},{},,{},,Gijón,,,,,{},,,Relájate en la playa,,,,Aventura,5,12000,{},2025-12-25,
59075,Aniversario,81648,2025-04-17,160000,8,No disponible,160,,,,3,,,Intrepid Travel,,,,{},{},,{},,León,,,,,{},,,Relájate en la playa,,,,Tour,7,,{},2026-04-23,
61170,Salida con Familia,81804,2025-03-28,24000,4,No disponible,24,,,,21,,,Viator,,,,{},{},,{},,Cádiz,,,,,{},,,Aventúrate en la montaña,,,,Aventura,3,6000,{},2025-05-01,
61170,Salida con Familia,81805,2025-02-19,172000,4,No disponible,172,,,,8,,,Flight Centre Travel Group,,,,{},{},,{},,Cádiz,,,,,{},,,Descubre la gastronomía local,,,,Tour,4,43000,{},2025-05-02,
59142,Salida con Familia,81996,2025-11-27,434000,7,No disponible,434,,,,16,,,Civitatis,,,,{},{},,{},,Castellón de la Plana,,,,,{},,,Relájate en la playa,,,,Paseo,4,-62000,{},2026-01-31,
59142,Salida con Familia,82000,2025-09-07,266000,7,No disponible,266,,,,29,,,Booking Holdings,,,,{},,,{},,Castellón de la Plana,,,,,{},,,Disfruta de un día en la naturaleza,,,,Paseo,3,38000,{},2026-02-04,
62576,Salida con Amigos,82085,2025-01-12,35000,5,No disponible,35,,,,2,,,Expedia Group,,,,{},{},,{},,,,,,,{},,,Aventúrate en la montaña,,,,Excursión,5,7000,{},2026-01-04,
56618,Cena de Trabajo,82106,2025-06-11,752000,8,No disponible,752,stfemihe492@viajes.cl,La Línea de la Concepción,Mollet del Vallés,44,1475,94000,Omnibus de México,2026-06-05,2026-06-06,Cama,"{""Aire acondicionado"",Comida,Calefacción}",{},,{},,,,,,,{},,,,,,,,,,{},,
64461,Salida con Familia,82117,2025-04-14,7008000,8,No disponible,1168,,,,,,,,,,,"{Agua,Wifi,Piscina,""Asientos reclinables"",TV}",{},,{},,Murcia,146000,2,2025-07-06,2025-07-12,"{""No se permiten mascotas"",""Silencio después de las 10 PM"",""No se permite fumar""}",,,,,,,,,,{},,
61170,Salida con Familia,82135,2025-06-25,3410000,10,No disponible,3410,majozúsa208@viajes.cl,Motril,Mijas,81,3967,341000,Vueling,2026-05-05,2026-05-07,,{},"{Orense,Viladecans}",Primera clase,{},,,,,,,{},,,,,,,,,,{},,
66021,Vacaciones,82144,2025-04-24,100000,10,No disponible,100,,,,29,,,Secret Escapes,,,,{},{},,{},,Tarrasa,,,,,{},,,Conoce la historia de la ciudad,,,,Tour,5,10000,{},2026-07-29,
58804,Cena de Trabajo,82159,2025-01-28,84000,6,No disponible,84,,,,39,,,TUI Group,,,,{},{},,{},,Motril,,,,,{},,,Aventúrate en la montaña,,,,Tour,3,14000,,2025-02-21,
66443,Salida con Amigos,82190,2025-06-28,2037000,7,No disponible,2037,hoarfe244@viajes.cl,Guadalajara,Alcobendas,19,2399,291000,EasyJet,2025-07-13,2025-07-14,,{},{Mérida},Primera clase,{},,,,,,,{},,,,,,,,,,{},,
66443,,82192,2025-05-02,371000,7,No disponible,371,,,,45,,,Travel Leaders Group,,,,{},{},,,,Alcobendas,,,,,{},,,Disfruta de un día en la naturaleza,,,,,2,53000,{},2025-07-15,
55916,Salida con Familia,82279,2025-01-26,584000,8,No disponible,584,,,,42,,,CWT,,,,{},{},,{},,Puertollano,,,,,{},,,Conoce la historia de la ciudad,,,,Excursión,7,73000,{},2025-02-24,
56909,Cena de Trabajo,82296,2026-04-19,651000,7,No disponible,651,,,,18,,,BCD Travel,,,,{},{},,{},,Rivas-Vaciamadrid,,,,,{},,,Descubre la gastronomía local,,,,Tour,2,,{},2026-08-10,
56177,Salida con Familia,82306,2025-03-06,102000,1,No disponible,102,srflsolu390@viajes.cl,Algeciras,Logroño,31,1648,,El Rápido Internacional,2025-11-12,2025-11-13,Cama,"{Calefacción,Baño,TV}",{},,{},,,,,,,{},,,,,,,,,,{},,
59611,Aniversario,82335,2025-04-20,26000,2,No disponible,26,,,,17,,,Travel Leaders Group,,,,,{},,{},,Badajoz,,,,,{},,,Aventúrate en la montaña,,,,Visita,4,,{},2026-03-16,
66098,Vacaciones,82340,2025-06-23,645000,3,No disponible,645,bechji844@viajes.cl,Vitoria,,91,2564,215000,Avianca,2026-06-08,2026-06-09,,{},"{""La Coruña""}",Clase ejecutiva,{},,,,,,,{},,,,,,,,,,{},,
61861,Aniversario,82367,2025-06-12,48000,3,No disponible,48,,,,,,,GetYourGuide,,,,{},{},,{},,Móstoles,,,,,,,,Disfruta de un día en la naturaleza,,,,Tour,6,16000,{},2026-06-03,
56790,Salida con Familia,82439,2025-01-14,2664000,6,No disponible,888,,,,,,,,,,,"{Piscina,Calefacción,""Asientos reclinables"",Wifi,Baño}",{},,{},Hilton Hotels & Resorts,,148000,3,2025-02-23,2025-02-26,"{""Check-out antes de las 11 AM"",""No se permiten visitas"",""No se permite fumar""}",,,,,,,,,,{},,
56946,Vacaciones,82456,2025-09-04,90000,9,No disponible,90,,,,19,,,Kuoni,,,,{},{},,{},,Linares,,,,,{},,,Aventúrate en la montaña,,,,,5,10000,,2026-09-20,
56946,Vacaciones,82459,2026-08-30,114000,9,No disponible,342,,,,,,,,,,,"{Agua,Piscina,Comida,Spa,""Aire acondicionado""}",,,{},,Roquetas de Mar,38000,4,2026-09-24,2026-09-27,{},Francisca Acevedo Ballesteros,+56 2 9850 5958,,3,2,1,,,,,,
61642,Salida con Familia,82486,2026-07-01,966000,8,No disponible,1104,,,,,,,,,,,"{Baño,Piscina,Gimnasio,Jacuzzi,""Vista al mar""}",{},,{},,Fuenlabrada,138000,3,2026-09-13,2026-09-20,{},Patricia Cuellar Páez,+56 2 5380 1587,Descubre la historia de la ciudad desde tu ventana,4,4,4,,,,{},,
65063,Aniversario,82496,2025-01-01,190000,2,No disponible,190,,,,21,,,Travel Leaders Group,,,,{},{},,{},,Dos Hermanas,,,,,{},,,Aventúrate en la montaña,,,,Visita,5,95000,{},2025-02-14,
56724,Cena de Trabajo,82517,2025-04-03,336000,7,No disponible,336,,,,14,,,Expedia Group,,,,{},{},,{},,Leganés,,,,,{},,,Descubre la gastronomía local,,,,Excursión,5,48000,{},2026-02-25,
60497,Vacaciones,82532,2025-04-30,612000,6,No disponible,612,,Almería,Guadalajara,60,1007,,,2026-07-07,2026-07-07,,"{Wifi,""Asientos reclinables"",TV}",,,"{""Cornellá de Llobregat"",Ávila,Algeciras}",,,,,,,{},,,,,,,,,,{},,
63724,Aniversario,82603,2025-04-22,288000,2,No disponible,288,luisa6260852@viajes.cl,Lérida,Rubí,32,678,144000,Delta Air Lines,2025-11-27,2025-11-27,,{},{},Clase ejecutiva,{},,,,,,,{},,,,,,,,,,{},,
62963,Salida con Familia,82586,2025-05-30,216000,3,No disponible,216,clbaca144@viajes.cl,Santa Cruz de Tenerife,Tarragona,48,1132,72000,Damas,2025-11-17,2025-11-17,Cama,"{Wifi,Agua,TV}",{},,{},,,,,,,{},,,,,,,,,,{},,
